Dates;Market;SMB;HML;RMW;CMA;UMD;ROE;IA;BAB
198910;-0,0367;-0,033;-0,0103;0;0,0002;0,0137;0,013911;0,012867;0,0049
198911;0,0103;-0,0124;-0,0112;-0,0091;0,0147;0,0258;0,002317;0,016249;0,0131
198912;0,0116;-0,0241;0,0028;-0,001;0,0145;0,0281;0,010581;0,01579;-0,009
199001;-0,0785;-0,0129;0,0087;-0,0113;0,0132;-0,0328;0,000231;0,009053;-0,0021
199002;0,0111;0,0103;0,0061;-0,0019;-0,0064;-0,0053;-0,00401;-0,010975;-0,0135
199003;0,0183;0,0152;-0,029;0,0215;-0,0102;0,0165;0,02243;-0,003595;-0,0021
199004;-0,0336;-0,005;-0,0255;0,0172;-0,0098;0,024;0,022141;-0,00787;-0,0246
199005;0,0842;-0,0257;-0,0374;0,0165;-0,0157;0,0305;0,037639;-0,008183;-0,0201
199006;-0,0109;0,0143;-0,0194;-0,01;-0,0034;0,0243;0,022175;0,002713;0,0133
199007;-0,019;-0,0321;-0,0001;-0,0027;0,031;0,0593;0,025795;0,039945;0,0047
199008;-0,1015;-0,0358;0,0158;-0,0043;0,0299;0,0178;-0,010206;0,037185;-0,0207
199009;-0,0612;-0,0367;0,0073;-0,0016;0,0371;0,0553;-0,004876;0,02575;0,0005
199010;-0,0192;-0,0551;0,0022;0,0287;-0,0049;0,0673;0,02102;0,002264;-0,0405
199011;0,0635;0,0033;-0,0316;0,0082;-0,0475;-0,0562;0,015223;-0,039682;-0,0512
199012;0,0246;0,0079;-0,0154;0,0286;-0,02;0,0016;0,039192;-0,01942;-0,0124
199101;0,0469;0,0379;-0,0184;0,0155;-0,0408;-0,0653;0,001517;-0,039407;-0,0613
199102;0,0719;0,0395;-0,0054;-0,0027;-0,0016;-0,0473;-0,012271;0,001596;0,0155
199103;0,0265;0,0389;-0,0123;-0,0039;-0,0099;0,0283;0,016607;-0,009255;0,0144
199104;-0,0028;0,005;0,0142;0,0053;0,0071;-0,024;0,013908;0,004803;0,0485
199105;0,0365;-0,0034;-0,0057;0,0211;-0,0245;-0,001;-0,006927;-0,019576;0,0114
199106;-0,0494;0,0007;0,0121;0,0175;0,0063;0,0046;0,013632;0,006187;0,0256
199107;0,0424;-0,0093;-0,0125;0,0161;-0,0141;0,0431;0,031421;-0,00614;0,0031
199108;0,0232;0,0159;-0,0078;0,0088;-0,0055;0,0163;0,012334;0,000166;0,0132
199109;-0,0159;0,0163;-0,01;-0,0181;0,0016;0,0173;-0,00383;-0,008092;0,0287
199110;0,0129;0,009;-0,0043;-0,0173;-0,0029;0,0323;0,001098;0,012809;0,0217
199111;-0,0419;-0,0048;-0,0193;0,0108;0,0012;0,0126;0,0345;0,003441;0,0262
199112;0,1084;-0,0224;-0,0403;0,0358;-0,0312;0,083;0,068643;-0,020468;-0,0329
199201;-0,0059;0,0847;0,0451;-0,0133;0,0315;-0,0251;-0,039617;0,015253;0,0536
199202;0,0109;0,0088;0,0637;0,0009;0,0204;-0,0058;0,008278;0,022887;0,0387
199203;-0,0266;-0,0103;0,0365;-0,0008;0,0193;-0,0036;0,010721;0,020219;0,0241
199204;0,0107;-0,0612;0,0431;0,0171;0,0222;-0,026;-0,016567;0,018166;-0,0033
199205;0,003;0,0039;0,0128;-0,0096;0,0043;0,0013;-0,001166;0,003615;0,0113
199206;-0,0234;-0,0309;0,034;-0,0003;0,0107;-0,0061;0,007956;0,00567;0,0162
199207;0,0377;-0,0044;-0,0053;0,0157;-0,0072;0,0144;0,026153;0,003704;0,0134
199208;-0,0238;-0,0012;-0,0103;0,0379;-0,0162;-0,0051;0,014734;-0,007675;0,0104
199209;0,0119;0,0056;-0,0021;0,0153;-0,005;0,0143;0,023068;-0,003957;0,0174
199210;0,0102;0,0205;-0,021;0,0131;-0,008;0,0271;0,021402;-0,003914;-0,0044
199211;0,0413;0,037;-0,0148;-0,0084;-0,0191;-0,0034;0,009023;-0,012252;-0,0049
199212;0,0153;0,0164;0,0252;-0,0044;0,0075;0,0444;0,018416;0,014433;0,0343
199301;0,0093;0,0203;0,0587;-0,0177;0,0278;0,0483;-0,014159;0,029767;0,0781
199302;0,0012;-0,0343;0,0642;-0,005;0,0405;0,031;-0,014748;0,036442;0,0584
199303;0,023;0,0023;0,0122;-0,0029;0,0092;0,0374;0,018004;0,009528;0,0464
199304;-0,0305;-0,007;0,0261;-0,0369;0,0152;0,0033;-0,030085;0,012198;0,0486
199305;0,0289;0,0196;-0,0341;-0,0001;-0,0118;0,003;-0,005424;-0,008001;0,0094
199306;0,0031;-0,0031;0,0262;-0,0106;0,0109;0,0458;0,029356;0,018326;0,0357
199307;-0,0034;0,0093;0,0325;-0,0218;0,0203;0,0325;-0,005377;0,014857;0,0358
199308;0,0371;0,0031;-0,0045;-0,0115;-0,0004;0,0258;0,00467;-0,000651;0,0224
199309;-0,0012;0,0311;-0,0044;0,0077;-0,0008;0,0341;0,009383;0,002739;0,0308
199310;0,0141;0,0145;-0,0154;-0,001;0,006;-0,0267;-0,01429;-0,005554;0,0326
199311;-0,0189;-0,0142;-0,0027;0,0155;-0,0095;-0,0471;-0,007219;-0,007638;-0,0348
199312;0,0165;0,0122;0,0057;0,007;-0,0032;0,0228;0,023752;-0,002397;0,0129
199401;0,0287;0,0015;0,0209;-0,0229;0,0144;0,0002;-0,008224;0,011615;0,035
199402;-0,0255;0,0273;-0,0145;0,0245;-0,0103;-0,0029;0,026564;-0,004624;-0,0124
199403;-0,0478;-0,0098;0,0129;0,0077;0,0127;-0,0133;0,002169;0,009673;-0,0081
199404;0,0068;-0,0092;0,0168;0,0101;0,0112;0,0041;0,014826;0,012677;-0,0126
199405;0,0058;-0,0201;0,002;0,009;0,007;-0,0215;-0,007221;0,005192;0,009
199406;-0,0303;-0,0045;0,0169;0,0116;0,0153;-0,0082;0,00191;0,009418;0,015
199407;0,0282;-0,0172;0,0062;-0,0089;0,0011;0,0019;0,007146;0,004364;-0,0074
199408;0,0401;0,0134;-0,0281;0,0087;-0,0145;0,0156;0,020678;-0,006882;-0,0228
199409;-0,0231;0,0283;-0,0191;0,006;0,0093;0,0132;0,010702;0,005683;0,0384
199410;0,0134;-0,0235;-0,0174;0,0058;-0,0062;0,0143;0,003868;0,002235;-0,02
199411;-0,0404;0,0026;-0,0094;0,0081;-0,0044;-0,002;0,013627;-0,010009;-0,039
199412;0,0086;0,0004;0,0054;0,0042;0,0031;0,035;0,040151;0,012826;-0,0306
199501;0,018;-0,0265;0,0081;0,0061;-0,0083;-0,0182;-0,000282;-0,00032;0,0129
199502;0,0363;-0,0067;0,0109;0,0058;-0,0033;-0,0036;0,005089;-0,008327;0,0134
199503;0,0219;-0,0069;-0,011;-0,0033;0,0016;0,0039;0,012495;0,001458;0,0122
199504;0,0211;-0,0063;0,0227;0,0005;0,01;0,018;0,001905;4,30E-05;0,0131
199505;0,029;-0,0221;0,0172;0,0046;0,0009;-0,0044;-0,009955;0,008572;0,0144
199506;0,0272;0,0293;-0,0228;-0,0048;-0,0244;0,029;0,021324;-0,017442;0,0184
199507;0,0372;0,021;-0,0167;0,0045;-0,017;0,0253;0,009478;-0,025244;0,0159
199508;0,0055;0,0159;0,0271;-0,0136;0,0164;0,0009;0,001635;0,021659;0,0344
199509;0,0335;-0,0211;-0,0075;0,0133;0,0036;0,0271;0,014294;0,018764;0,032
199510;-0,0152;-0,0375;-0,0074;0,0214;-0,0003;0,0411;0,028045;0,007869;-0,0039
199511;0,0396;-0,0116;0,0094;-0,0082;0,0119;-0,0065;-0,002423;0,011519;-0,0105
199512;0,0103;0,0058;0,0087;-0,0133;0,0299;0,0254;0,002894;0,031218;0,0225
199601;0,0226;-0,0262;0,003;-0,0064;0,0228;0,0057;-0,015145;0,024345;0,044
199602;0,0133;0,0189;-0,0142;0,004;-0,018;0,0057;0,031343;-0,00995;0,0082
199603;0,0073;0,0131;0,0101;0,013;-0,0097;-0,0188;0,002568;-0,006444;0,0259
199604;0,0206;0,0491;-0,0391;0,0018;-0,022;-0,0091;0,028427;-0,017122;0,0008
199605;0,0236;0,0305;-0,012;0,0043;-0,0022;0,0155;0,017912;0,010609;0,0372
199606;-0,0114;-0,0358;0,0156;0,0346;0,0109;0,0101;0,008619;0,017015;0,0341
199607;-0,0597;-0,0383;0,0445;0,0283;0,026;-0,0011;0,024171;0,02024;-0,0015
199608;0,0277;0,023;-0,0046;-0,003;-0,0242;-0,0005;0,001208;-0,018438;0,0109
199609;0,0501;-0,0088;-0,0315;0,0151;-0,0218;0,027;0,021972;-0,017281;0,0131
199610;0,0086;-0,0444;0,0513;0,0132;0,0298;0,0391;0,019016;0,036469;0,0327
199611;0,0625;-0,0389;0,0117;0,02;-0,0073;-0,0223;0,008143;-0,013062;0,009
199612;-0,017;0,0319;0,0088;0,0054;0,0151;0,0061;0,009562;0,012042;0,0245
199701;0,0498;-0,0184;-0,0164;0,0131;-0,0028;0,0195;0,01781;-0,006163;0,0395
199702;-0,0049;-0,0291;0,052;0,0068;0,0342;-0,0206;-0,015541;0,029357;0,0587
199703;-0,0502;-0,0038;0,0381;0,0036;0,0166;0,0097;0,017604;0,017651;0,0298
199704;0,0404;-0,0565;-0,0006;0,0325;-0,0089;0,0492;0,03856;-0,018757;-0,0146
199705;0,0674;0,0489;-0,0388;-0,0097;-0,0291;-0,0516;-0,002413;-0,032146;-0,0174
199706;0,041;0,0132;0,0123;0,0101;0,0055;0,0262;0,021184;0,002212;0,0575
199707;0,0733;-0,028;0,0082;-0,0024;-0,0256;0,0381;0,013313;-0,029906;0,0092
199708;-0,0415;0,0731;0,0138;-0,0093;-0,0002;-0,0255;-0,014326;-0,00769;0,0216
199709;0,0535;0,0261;0,0001;-0,0139;-0,0093;0,0145;-0,010519;-0,001147;0,0824
199710;-0,038;-0,0068;0,0195;0,0109;0,0187;-0,0039;-0,010299;0,026402;0,0463
199711;0,0298;-0,0495;0,0079;0,0307;0,0166;0,0029;0,014063;0,028658;0,0165
199712;0,0132;-0,0235;0,0345;0,0119;0,0192;0,0395;0,015733;0,022279;0,067
199801;0,0015;-0,0116;-0,0145;0,0046;-0,0085;0,0011;0,021906;-0,011806;-0,0136
199802;0,0704;0,0001;-0,0013;-0,0086;-0,0241;-0,0114;0,011398;-0,024559;0,0009
199803;0,0476;-0,0093;0,0105;-0,0102;-0,0047;0,0215;-0,001748;0,004864;0,0372
199804;0,0073;0,0021;0,0074;-0,0213;-0,0023;0,0078;-0,001997;0,001799;0,0316
199805;-0,0307;-0,0375;0,0416;0,0096;0,0254;0,0188;0,017802;0,022656;0,0175
199806;0,0318;-0,0316;-0,0233;-0,0052;-0,0293;0,0726;0,031588;-0,01514;-0,0118
199807;-0,0246;-0,0512;-0,0096;0,0182;0,0045;0,0368;0,009701;0,018861;-0,0029
199808;-0,1608;-0,0531;0,034;0,0347;0,0584;0,0188;0,030576;0,054493;-0,008
199809;0,0615;-0,0014;-0,0331;-0,0151;-0,0291;-0,0071;-0,018245;-0,030781;-0,0369
199810;0,0713;-0,0329;-0,0221;0,0059;0,0029;-0,0536;0,006375;-0,009494;-0,0876
199811;0,061;0,0107;-0,0315;-0,0124;-0,0115;0,0116;0,013693;-0,000252;-0,0357
199812;0,0616;-0,0035;-0,0446;-0,0075;-0,0333;0,0899;0,029291;-0,029398;-0,0287
199901;0,035;0,0037;-0,0403;-0,0269;-0,0686;0,0305;-0,032508;-0,04462;-0,0372
199902;-0,0408;-0,0567;0,014;-0,0171;0,0409;-0,0015;0,00016;0,04814;0,01
199903;0,0345;-0,0392;-0,0265;-0,042;-0,014;-0,0129;-0,006922;0,002962;-0,073
199904;0,0433;0,04;0,0253;-0,0242;0,0092;-0,0906;-0,051524;0,026497;-0,002
199905;-0,0246;0,0342;0,024;0,0109;0,0336;-0,0528;0,006807;0,004521;0,0361
199906;0,0477;0,0305;-0,036;0,0132;-0,0338;0,0488;0,023906;-0,021207;-0,0133
199907;-0,0349;0,0267;-0,0076;0,0049;0,0311;0,015;0,010146;0,034204;0,001
199908;-0,0138;-0,0127;-0,0131;-0,003;0,0031;0,0292;-0,00027;-0,011996;-0,0267
199909;-0,0279;0,0334;-0,0339;-0,0072;-0,0107;0,0645;-0,00183;-0,013841;-0,0497
199910;0,0612;-0,0695;-0,0289;-0,0172;-0,0125;0,0548;0,020652;0,003587;-0,0242
199911;0,0337;0,0737;-0,0651;-0,0385;-0,0158;0,0561;-0,029734;-0,038975;-0,1195
199912;0,0772;0,0712;-0,0873;-0,0791;-0,0529;0,1319;-0,054542;-0,054989;-0,1132
200001;-0,0474;0,0495;-0,0028;-0,0605;0,0473;0,0186;-0,050544;0,028805;-0,002
200002;0,0245;0,217;-0,0993;-0,1834;-0,0051;0,1836;-0,075429;-0,053828;-0,1345
200003;0,052;-0,1687;0,0737;0,1167;-0,0105;-0,0639;0,076659;0,018173;0,0008
200004;-0,064;-0,0772;0,0861;0,0755;0,0527;-0,0858;0,087101;0,037882;0,069
200005;-0,0442;-0,0511;0,0257;0,0464;0,0074;-0,0908;0,000542;0,005427;0,0605
200006;0,0464;0,1385;-0,0986;-0,0683;-0,0307;0,1659;-0,047744;-0,034094;-0,1012
200007;-0,0251;-0,0276;0,0806;0,06;0,0299;-0,0011;0,034368;0,022531;0,0614
200008;0,0703;-0,0115;-0,0066;-0,0307;0,0061;0,057;-0,020644;-0,007843;-0,0507
200009;-0,0545;-0,0132;0,0613;0,0308;0,0643;0,0219;0,021;0,052174;0,0817
200010;-0,0276;-0,038;0,0564;0,0966;0,0467;-0,0463;0,073385;0,029431;0,0128
200011;-0,1072;-0,0277;0,1126;0,1333;0,0851;-0,024;0,103785;0,074717;0,1349
200012;0,0119;0,0096;0,0738;0,0185;0,0568;0,067;0,051898;0,063526;0,0838
200101;0,0313;0,0654;-0,0486;-0,0444;-0,0655;-0,2505;-0,108206;-0,071572;-0,1567
200102;-0,1005;-0,0072;0,1287;0,09;0,0956;0,1251;0,051658;0,092411;0,1536
200103;-0,0726;0,0035;0,0646;0,0341;0,0394;0,0835;0,034576;0,037534;0,1054
200104;0,0794;0,0054;-0,0472;-0,0272;-0,0395;-0,0797;0,00068;-0,037757;-0,0478
200105;0,0072;0,0258;0,0317;0,0018;0,0218;0,0212;-0,025522;0,023431;0,0665
200106;-0,0194;0,0603;-0,0103;0,0203;-0,0179;0,0034;-0,007474;-0,017646;0,0343
200107;-0,0213;-0,0435;0,0557;0,0716;0,0301;0,0547;0,039482;0,013779;0,0708
200108;-0,0646;0,025;0,025;0,0395;0,065;0,0554;0,043127;0,056422;0,0705
200109;-0,0925;-0,0612;0,016;0,0496;0,0327;0,1154;0,091938;0,028668;0,0519
200110;0,0246;0,0763;-0,081;-0,0266;-0,0464;-0,0841;-0,04393;-0,029725;-0,07
200111;0,0754;-0,0041;0,0201;-0,0376;-0,0166;-0,0858;-0,084926;-0,011368;-0,064
200112;0,0161;0,0457;0,011;0,003;-0,0029;-0,0002;0,005359;-0,00183;0,0194
200201;-0,0144;0,0119;0,0333;0,0435;0,0284;0,0368;0,002975;0,032511;0,0512
200202;-0,0229;-0,011;0,025;0,0762;0,0512;0,0676;0,053193;0,044486;0,0966
200203;0,0424;0,0423;0,011;-0,0136;0,0061;-0,0167;-0,047081;0,007823;0,0307
200204;-0,052;0,0594;0,0393;0,0457;0,0541;0,0796;0,054656;0,040765;0,1296
200205;-0,0138;-0,0321;0,0168;0,0227;0,0242;0,0297;0,018106;0,021871;0,074
200206;-0,0721;0,0427;0,0012;0,0362;0,0251;0,0615;0,049344;0,035486;0,081
200207;-0,0818;-0,053;-0,0344;0,0419;-0,0072;0,0334;0,066992;0,01979;-0,0135
200208;0,005;-0,0244;0,0253;0,0115;-0,0161;0,0176;0,024777;-0,008647;0,0311
200209;-0,1035;0,0257;0,0132;0,0324;-0,0228;0,0909;0,044209;-0,021444;0,0552
200210;0,0784;-0,029;-0,0545;-0,0328;0,0092;-0,0529;-0,046493;0,00293;-0,089
200211;0,0596;0,0284;-0,0112;-0,0913;0,0512;-0,1617;-0,111746;0,03273;-0,1437
200212;-0,0576;0,0001;0,0223;0,0604;-0,0159;0,0964;0,053208;-0,022586;0,1218
200301;-0,0257;0,0138;-0,0094;-0,0063;0,0081;0,0161;-0,006002;0,006899;0,0139
200302;-0,0188;-0,0034;-0,0145;0,0104;-0,0055;0,0125;0,009046;-0,001271;0,0189
200303;0,0109;0,0089;-0,0207;0,018;-0,0069;0,0162;0,034452;-0,001302;0,0121
200304;0,0822;0,0056;0,0103;-0,0457;0,0114;-0,0946;-0,044538;0,010369;-0,0343
200305;0,0605;0,0469;-0,0029;-0,0692;0,0322;-0,1077;-0,082383;0,01848;-0,0561
200306;0,0142;0,0167;0,0069;0,0055;-0,0033;-0,0106;0,011007;-0,010629;0,0186
200307;0,0235;0,0524;-0,0114;-0,0417;0,0187;-0,0031;-0,017459;0,023396;0,0055
200308;0,0234;0,026;0,0203;-0,0246;0,022;-0,0056;-0,012401;0,023638;0,0035
200309;-0,0124;0,008;0,0001;0,0134;0,0031;-0,0019;0,012633;0,002277;0,0179
200310;0,0608;0,0268;0,0177;-0,0159;0,0155;0,0373;-0,017515;0,010318;0,0026
200311;0,0135;0,0202;0,0185;0,0008;0,0167;0,0162;0,007762;0,023057;0,0458
200312;0,0429;-0,03;0,0241;0;0,0097;-0,0571;-0,017383;0,007725;0,0627
200401;0,0215;0,028;0,0197;-0,0353;0,034;0,026;-0,024369;0,020594;-0,0146
200402;0,014;-0,0143;0,005;0,0228;-0,0134;-0,011;0,021326;-0,008838;0,0539
200403;-0,0132;0,0175;0,0022;0,015;-0,0104;0,0021;0,017567;-0,007362;0,0513
200404;-0,0183;-0,0206;-0,0262;0,0331;-0,028;-0,0539;0,000193;-0,029004;0,0009
200405;0,0117;-0,0021;-0,0039;-0,0097;-0,0008;0,016;0,010708;0,005514;0,0038
200406;0,0186;0,0226;0,0139;0,0112;-0,0041;0,021;0,00558;-0,002619;0,0255
200407;-0,0406;-0,0381;0,0411;0,0508;-0,0162;-0,0229;0,024031;-0,009737;0,0598
200408;0,0008;-0,0162;0,0103;0,013;-0,0143;-0,0155;-0,012288;-0,012012;0,0267
200409;0,016;0,0303;-0,0025;-0,0134;-0,019;0,0524;-0,002111;-0,022103;0,03
200410;0,0143;0,0031;-0,0063;-0,0007;0,004;-0,0152;-0,014395;0,005882;0,0153
200411;0,0454;0,039;0,0179;-0,0106;-0,0022;0,0323;-0,011336;-0,004175;0,0309
200412;0,0343;0,0011;-0,0008;-0,0126;0,0051;-0,0284;-0,008596;0,003071;0,015
200501;-0,0276;-0,0151;0,0196;0,0305;-0,0138;0,032;0,032477;-0,004017;0,0392
200502;0,0189;-0,005;0,0165;0,012;-0,0005;0,0317;0,035699;0,002844;0,0345
200503;-0,0197;-0,0137;0,0161;0,0047;0,0112;0,0055;0,005349;0,009149;0,0064
200504;-0,0261;-0,0398;-0,0035;0,0096;-0,009;-0,0086;-0,011017;-0,014659;0,0146
200505;0,0365;0,0288;-0,0081;-0,0131;0,0028;0,0044;0,009635;-0,000562;-0,0188
200506;0,0057;0,0262;0,0263;0,0098;-0,0052;0,0205;-0,004251;-0,001989;0,0371
200507;0,0392;0,0293;-0,0052;-0,0119;-0,0098;0;-0,002062;-0,020743;0,0164
200508;-0,0122;-0,0092;0,0127;-0,0223;0,0045;0,0227;-0,006819;0,002404;0,0027
200509;0,0049;-0,0058;0,0077;0,0049;-0,0057;0,0345;0,008642;-0,000221;0,0015
200510;-0,0202;-0,0121;0,0022;-0,0058;-0,0126;-0,0129;0,011044;-0,00317;-0,022
200511;0,0361;0,009;-0,0119;-0,006;-0,0119;0,0025;0,00772;-0,010514;0
200512;-0,0025;-0,0046;0,0044;0,0012;0,0024;0,0077;0,002174;0,008785;0,0141
200601;0,0304;0,0542;0,0113;-0,0094;-0,0055;0,0268;-0,002587;-0,006776;0,0091
200602;-0,003;-0,0037;-0,0025;-0,007;0,02;-0,0184;-0,010088;0,024359;0,0065
200603;0,0146;0,0354;0,006;-0,0004;-0,005;0,0126;0,007682;-0,013479;0,0106
200604;0,0073;-0,0134;0,0261;0,0115;-0,0025;0,0061;0,008234;0,003423;0,0133
200605;-0,0357;-0,0305;0,0254;0,0096;0,0134;-0,0365;-0,000952;0,013187;0,003
200606;-0,0035;-0,0035;0,0087;0,0138;-0,0011;0,0148;0,010355;-0,004009;0,0008
200607;-0,0078;-0,0407;0,0294;0,0154;0,0093;-0,0222;0,005471;0,013537;0,0206
200608;0,0203;0,0091;-0,0171;-0,0174;0,0215;-0,0346;-0,013419;0,019388;-0,0046
200609;0,0184;-0,0137;0,0004;0,0088;0,0053;-0,0095;0,006243;0,009799;-0,0017
200610;0,0323;0,0173;-0,0003;-0,0022;0,0026;-0,0023;-0,002894;0,001918;0,0047
200611;0,0171;0,0086;0,0008;0,0009;-0,0088;-0,0101;0,004888;-0,015952;0,0148
200612;0,0087;-0,011;0,0316;-0,008;0,0205;0,0084;-0,005628;0,018246;0,0254
200701;0,014;0,001;-0,0011;0,0022;0,0024;0,0021;0,000117;0,006221;0,0137
200702;-0,0196;0,0132;-0,001;-0,0047;-0,0074;-0,0135;-0,007334;-0,009611;0,0116
200703;0,0068;-0,0005;-0,0022;0,0025;-0,0059;0,0249;0,004424;-0,01188;0,0008
200704;0,0349;-0,0206;-0,0115;0,0102;0,0101;-0,0016;0,005498;0,008545;0,0087
200705;0,0324;0,0002;-0,0004;0,0113;-0,0129;-0,0027;0,005252;-0,023088;-0,0103
200706;-0,0196;0,0077;-0,0112;0,0053;0,0007;0,0038;0,011897;0,009411;0,008
200707;-0,0373;-0,0251;-0,0333;0,0057;-0,0104;0,028;0,016421;-0,022854;-0,0072
200708;0,0092;-0,0013;-0,0224;-0,0091;-0,0056;0,0011;0,009747;-0,012713;-0,0292
200709;0,0322;-0,0229;-0,0186;-0,0058;-0,0317;0,0459;0,016042;-0,032483;0,0141
200710;0,018;0,0022;-0,026;-0,0031;-0,001;0,0496;0,01242;0,004806;0,0021
200711;-0,0483;-0,0262;-0,0118;0,0188;-0,0034;0,0093;0,036053;0,002065;-0,0405
200712;-0,0087;0,002;-0,0051;0,007;-0,0109;0,0652;0,022799;-0,006395;-0,0248
200801;-0,0636;-0,009;0,0365;0,0198;0,022;-0,0789;-0,003167;0,013994;-0,0209
200802;-0,0309;-0,0024;-0,0094;0,0076;-0,0106;0,0611;0,017886;-0,015041;0,0226
200803;-0,0093;0,0095;-0,0014;0,0109;0,0047;0,041;0,023741;-0,003539;-0,0673
200804;0,046;-0,0164;-0,0095;0,0128;-0,0254;-0,002;-0,008079;-0,023042;-0,0212
200805;0,0186;0,0322;-0,0138;0,0081;0,0004;0,0321;-0,003372;-0,003601;0,009
200806;-0,0844;0,0128;-0,0242;0,043;-0,0042;0,1253;0,06362;-0,001818;0,0047
200807;-0,0077;0,0245;0,0588;-0,0098;0,0106;-0,0514;0,000115;0,018233;-0,0677
200808;0,0153;0,0361;0,0152;0,0185;0,0081;-0,0404;-0,008718;0,009425;-0,013
200809;-0,0924;-0,0116;0,0633;0,0295;0,0177;0,0035;0,015935;0,031567;-0,0911
200810;-0,1723;-0,0232;-0,0289;0,036;0,0191;0,0779;0,058954;0,010567;-0,0506
200811;-0,0786;-0,0296;-0,0602;0,0483;0,0272;0,071;0,035073;0,00505;-0,0353
200812;0,0174;0,0361;-0,0025;-0,0008;-0,014;-0,0508;-0,005551;-0,023459;-0,0761
200901;-0,0812;0,0008;-0,1118;0,0023;-0,0115;-0,0184;-0,007729;-0,009211;0,119
200902;-0,101;0,0022;-0,0727;0,0171;-0,0112;0,0416;0,029629;-0,018544;-0,0033
200903;0,0895;-0,0008;0,0356;-0,0233;-0,0222;-0,1138;-0,033713;-0,004461;-0,0265
200904;0,1019;0,0477;0,0553;0,0028;0,0014;-0,3439;-0,138329;0,035049;-0,0787
200905;0,0521;-0,0234;-0,0023;-0,0098;-0,0216;-0,1244;-0,033195;-0,024199;0,0653
200906;0,0043;0,0262;-0,0272;-0,0106;-0,0017;0,0529;0,008963;0,005168;0,091
200907;0,0772;0,0207;0,0528;-0,0066;0,032;-0,0536;-0,048914;0,019785;-0,0362
200908;0,0333;-0,009;0,0775;-0,0302;0,0318;-0,0884;-0,026007;0,022621;-0,0228
200909;0,0408;0,0246;0,0093;0,0136;0,0038;-0,0493;-0,028178;-0,01154;-0,0039
200910;-0,0259;-0,0423;-0,0418;0,0418;-0,0166;0,0266;0,039459;-0,002441;0,0082
200911;0,0556;-0,025;-0,0017;0,0081;0,0013;0,0029;0,010266;-0,003517;-0,012
200912;0,0275;0,061;0;0,0048;-0,0007;0,0291;-0,018517;-0,001781;0,0094
201001;-0,0336;0,0038;0,003;-0,0139;0,0046;-0,0538;-0,01065;0,006769;0,01
201002;0,034;0,0121;0,0316;-0,0033;0,014;0,036;-0,010388;0,007576;0,0074
201003;0,0631;0,0143;0,0211;-0,0056;0,017;0,0366;-0,005129;0,015737;0,0154
201004;0,02;0,0497;0,0281;0,011;0,0169;0,0322;-0,024882;0,030559;0,0148
201005;-0,0789;0,0005;-0,0238;0,0137;-0,0022;-0,0013;0,027218;-0,004538;-0,0057
201006;-0,0556;-0,0197;-0,045;-0,0021;-0,0151;-0,03;0,01327;-0,024616;0,0231
201007;0,0693;0,0017;-0,0026;0,0024;0,0202;0,0188;-0,00853;0,012242;-0,0231
201008;-0,0477;-0,03;-0,0195;0,0072;-0,0169;-0,0019;-0,005614;-0,01777;0,0161
201009;0,0954;0,0392;-0,0313;-0,0021;0,0047;0,0135;0,005214;0,011549;-0,0119
201010;0,0388;0,0113;-0,026;0,013;-0,0023;0,0164;0,006453;-6,80E-05;0,0206
201011;0,006;0,037;-0,009;0,0024;0,0164;0,0254;-0,000799;0,018594;-0,0051
201012;0,0682;0,0069;0,0382;-0,0365;0,0322;-0,0319;-0,036697;0,030261;-0,0013
201101;0,0199;-0,0247;0,0082;-0,0089;0,0069;-0,0032;0,005565;0,013161;0,0302
201102;0,0349;0,0153;0,011;-0,0193;0,0095;0,0203;-0,016578;0,014321;0,007
201103;0,0045;0,026;-0,0158;0,0164;-0,0003;0,0351;-0,009511;-0,001252;0,0043
201104;0,029;-0,0034;-0,0252;0,0109;-0,0084;0,0006;0,015871;-0,009693;0,0055
201105;-0,0127;-0,007;-0,0208;0,0202;-0,015;-0,0058;0,001308;-0,010161;0,0142
201106;-0,0175;-0,0016;-0,0032;0,0238;-0,0145;0,0177;0,028109;-0,01152;0,0041
201107;-0,0236;-0,0135;-0,0121;0,0243;-0,0176;0,0002;0,00735;-0,020383;-0,0041
201108;-0,0599;-0,0305;-0,0248;0,032;-0,0024;-0,0033;0,025618;-0,013168;0,0076
201109;-0,0759;-0,0353;-0,0141;0,0185;0,0028;-0,0257;-0,007641;0,000766;0,0205
201110;0,1135;0,0342;-0,0018;-0,0187;-0,0088;-0,0142;0,021401;-0,005881;-0,06
201111;-0,0028;-0,0017;-0,0034;0,0179;0,0153;0,0398;0,005813;0,015244;0,0062
201112;0,0074;-0,007;0,0177;0,008;0,024;0,0195;0,011493;0,026695;0,0125
201201;0,0505;0,0215;-0,0113;-0,0181;-0,014;-0,0796;-0,006313;-0,00574;0,0068
201202;0,0442;-0,0175;0,0008;-0,0019;-0,001;-0,0028;0,002918;0,000789;0,0256
201203;0,0311;-0,0062;0,0092;-0,0033;0,0082;0,0149;0,01658;0,014304;0,0394
201204;-0,0085;-0,0052;-0,0048;0,0112;0,0067;0,0384;0,01001;0,009546;0,029
201205;-0,0619;0;-0,0059;0,0228;0,0239;0,0659;0,016157;0,026812;0,0235
201206;0,0389;0,0076;0,0044;-0,0124;0,0034;-0,0072;-0,017624;0,010221;0,0107
